company_name,company_status,company_status_date,search_url,company_search_status,company_found_name,,flag,flagging_reason,company_number
Olompic (O.M.I.T) Ltd,PSD Revoked PI,2018-07-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Olompic+(O.M.I.T)+Ltd,Not exact match,OLOMPIC (O.I.M.T.) LIMITED,,OK,,05428155
Olumuyiwa Onibiyo Kajopaye,Cancelled - Small PI,2016-11-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Olumuyiwa+Onibiyo+Kajopaye,Not exact match,OLUMUYIWA MOZARE NWACHI LTD,,OK,,14415831
Oluremi Abidoye,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Oluremi+Abidoye,Not exact match,AYOKA OLUREMI GREGORY LIMITED,,OK,,15646032
Omaar Global Limited,Cancelled - Small PI,2017-06-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Omaar+Global+Limited,OK,OMAAR GLOBAL LIMITED,,OK,,07887137
Omanye Limited,Small Payment Institution,2018-11-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Omanye+Limited,OK,OMANYE LIMITED,,OK,,07154374
Omar Sohail Zaman,Cancelled - Small PI,2013-08-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Omar+Sohail+Zaman,Not exact match,AFAQ SOHAIL LTD,,OK,,14672971
Omdoom General Trading Limited,Small Payment Institution,2020-03-31 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Omdoom+General+Trading+Limited,OK,OMDOOM GENERAL TRADING LIMITED,,OK,,09758251
Omid Exchange Limited,Cancelled - Small PI,2017-03-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Omid+Exchange+Limited,OK,OMID EXCHANGE LIMITED,,OK,,09662159
Omnigho Mercy Bello,Cancelled - Small PI,2018-06-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Omnigho+Mercy+Bello,Not exact match,BELLON HOLDINGS INC,,OK,,OE004194
Omnis Global Limited,Cancelled - Small PI,2016-07-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Omnis+Global+Limited,Not exact match,OMNIS GLOBAL LTD,,OK,,11640740
Omolara Zainab Bishi,Small Payment Institution,2018-07-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Omolara+Zainab+Bishi,Not exact match,OMOLARA BISHI TA GLOBAL TRANSFERS LTD,,OK,,14564026
On Time Money Transfer Ltd,Cancelled - Small PI,2016-10-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=On+Time+Money+Transfer+Ltd,OK,ON TIME MONEY TRANSFER LTD,,OK,,08702461
Onafriq UK Limited,Authorised Payment Institution,2018-04-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Onafriq+UK+Limited,OK,ONAFRIQ UK LIMITED,,Company Ownership,Company Ownership: Private Limited Company (Governing Law: Company Act 2006),08435446
One Express Ltd,Cancelled - Small PI,2013-05-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One+Express+Ltd,OK,ONE EXPRESS LTD,,Orange,"Nationality: Romanian (ONUL, Vasilica Gabriel), Nationality: Romanian (Mr Vasilica Gabriel Onul)",14421145
One Finance Britain Ltd,Cancelled - Authorised EMI,2022-03-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One+Finance+Britain+Ltd,OK,ONE FINANCE BRITAIN LTD,,Company Ownership,Company Ownership: Corporation (Governing Law: Delaware),11932499
One Money Mail Limited,Cancelled - Authorised PI,2014-10-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One+Money+Mail+Limited,OK,ONE MONEY MAIL LIMITED,,Orange,"Nationality: Polish (CELNIAK, Slawomir), Nationality: Polish (MES, Pawel), Nationality: Polish (ZAK, Danuta), Country of Residence: Poland (ZAK, Danuta), Company Ownership: Private Company Limited By Shares (Governing Law: Companies Act 2006), Nationality: Polish (Mr Pawel Krystian Mes), Nationality: Polish (CELNIAK, Slawomir), Nationality: Polish (MES, Pawel), Nationality: Polish (ZAK, Danuta), Country of Residence: Poland (ZAK, Danuta), Company Ownership: Private Company Limited By Shares (Governing Law: Companies Act 2006), Nationality: Polish (Mr Pawel Krystian Mes)",05031907
One Stop Enterprise Solutions Ltd,Cancelled - Small PI,2013-05-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One+Stop+Enterprise+Solutions+Ltd,Not exact match,ONE STOP ENTERPRISE SOLUTIONS LIMITED,,OK,,07303463
One Stop Finance (UK) Ltd,Cancelled - Small PI,2013-11-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One+Stop+Finance+(UK)+Ltd,Not exact match,ONE-STOP FINANCE (UK) LTD,,OK,,06257487
One Stop Money Exchange Limited,Cancelled - Small PI,2015-04-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One+Stop+Money+Exchange+Limited,OK,ONE STOP MONEY EXCHANGE LIMITED,,OK,,08141344
One Stop Money Manager Limited,Authorised Electronic Money Institution,2018-03-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One+Stop+Money+Manager+Limited,Not exact match,ONESTOPMONEYMANAGER LTD,,OK,,07095500
One World Connect Ltd,Small Payment Institution,2020-06-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One+World+Connect+Ltd,OK,ONE WORLD CONNECT LTD,,OK,,11540247
One.io UK Limited,Authorised Payment Institution,2020-07-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=One.io+UK+Limited,OK,ONE.IO UK LIMITED,,Orange,"Nationality: Estonian (LAINURM, Jaan), Country of Residence: Estonia (LAINURM, Jaan), Company Ownership: Private Limited Company (Governing Law: England And Wales), Company Ownership: Private Company Limited By Shares (Governing Law: Companies Act 2006)",12040686
OneID Limited,Registered Account Information Service Provider,2021-02-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=OneID+Limited,OK,ONEID LIMITED,,OK,,11800511
OneNear Ltd,Cancelled - Small PI,2017-07-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=OneNear+Ltd,Not exact match,ONENEAR LIMITED,,OK,,08279030
Oneworld Foreign Exchange Limited,Small Payment Institution,2018-09-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Oneworld+Foreign+Exchange+Limited,OK,ONEWORLD FOREIGN EXCHANGE LIMITED,,OK,,09670049
Online Currency Corp Ltd,EMD Revoked - Authorised EMI,2018-07-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Online+Currency+Corp+Ltd,OK,ONLINE CURRENCY CORP LTD,,Red,"Nationality: Russian (SHARIPOV, Ildar), Country of Residence: Cyprus (SHARIPOV, Ildar), Nationality: Cypriot (PATSALIDIS, Savvakis), Country of Residence: Cyprus (PATSALIDIS, Savvakis), Nationality: Cypriot (SPANOS, Georgios), Country of Residence: Cyprus (SPANOS, Georgios), Company Ownership: Limited Liability Company (Governing Law: British Virgin Islands Legislation), Nationality: Russian (Ildar Sharipov)",NI617600
Online Giving Ltd,Small Payment Institution,2018-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Online+Giving+Ltd,OK,ONLINE GIVING LTD,,OK,,06886190
Online Server Limited,Cancelled - Small PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Online+Server+Limited,OK,ONLINE SERVER LIMITED,,OK,,08662135
Online Student Support Services Limited,Small Payment Institution,2018-12-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Online+Student+Support+Services+Limited,OK,ONLINE STUDENT SUPPORT SERVICES LIMITED,,OK,,07578530
Onlinefx Limited,Cancelled - Small PI,2018-09-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Onlinefx+Limited,Not exact match,ONLINE F X LIMITED,,OK,,03835397
Opal Transfer EU,Cancelled - Authorised EMI,,https://find-and-update.company-information.service.gov.uk/search?q=Opal+Transfer+EU,Not exact match,OPAL TRANSFER LTD,,Orange,"Nationality: Latvian (PETKEVICA, Gita), Nationality: Georgian (CHUGUASHVILI, Ramaz), Nationality: Lithuanian (POSKIENE, Inga), Nationality: Latvian (Ms Gita Petkevica)",04741528
Opal Transfer Limited,Authorised Payment Institution,2018-05-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Opal+Transfer+Limited,Not exact match,OPAL TRANSFER LTD,,Orange,"Nationality: Latvian (PETKEVICA, Gita), Nationality: Georgian (CHUGUASHVILI, Ramaz), Nationality: Lithuanian (POSKIENE, Inga), Nationality: Latvian (Ms Gita Petkevica)",04741528
Opay Holding Limited,Authorised Electronic Money Institution,2020-04-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Opay+Holding+Limited,OK,OPAY HOLDING LIMITED,,Orange,"Nationality: Latvian (ZELEZNAKOVS, Igors), Country of Residence: Latvia (ZELEZNAKOVS, Igors), Nationality: Latvian (ZELMAN, Mark), Nationality: Latvian (MAKOGONS, Maksims), Country of Residence: Czech Republic (MAKOGONS, Maksims), Nationality: Latvian (ZELEZNAKOVS, Sergejs), Country of Residence: Czech Republic (ZELEZNAKOVS, Sergejs), Nationality: Latvian (Mr Sergejs Zeleznakovs), Country of Residence: Czech Republic (Mr Sergejs Zeleznakovs)",11921832
Open B Gateway Limited,Registered Account Information Service Provider,2020-06-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Open+B+Gateway+Limited,OK,OPEN B GATEWAY LIMITED,,Company Ownership,Company Ownership: Public Limited Company (Governing Law: Companies Act 2006),11910674
Open Brackets Limited,Cancelled - Small PI,2012-08-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Open+Brackets+Limited,OK,OPEN BRACKETS LIMITED,,Predicted Nationality,"Predicted nationality: ['german', 'russian', 'else'] (Eliot STOCK)",04559247
Open World Financial Services Ltd,Small Payment Institution,2018-08-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Open+World+Financial+Services+Ltd,OK,OPEN WORLD FINANCIAL SERVICES LTD,,OK,,08773200
OpenAX Limited,Cancelled - Authorised PI,2024-04-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=OpenAX+Limited,OK,OPENAX LIMITED,,Red,"Nationality: Israeli (LAMANT, Johan Shimon), Country of Residence: Israel (LAMANT, Johan Shimon), Company Ownership: Limited By Shares (Governing Law: United Kingdom (England And Wales)), Nationality: Russian (Mr Ruben Katsobashvili), Country of Residence: Russia (Mr Ruben Katsobashvili)",09836141
Optal Financial Limited,Authorised Electronic Money Institution,2018-03-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Optal+Financial+Limited,OK,OPTAL FINANCIAL LIMITED,,Orange,"Nationality: Cypriot (DEMOSTHENOUS, Charalambos), Company Ownership: Limited By Shares (Governing Law: United Kingdom (England And Wales))",08364883
Optim System Ltd,Cancelled - Small PI,2018-07-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Optim+System+Ltd,OK,OPTIM SYSTEM LTD,,Red,"Nationality: Czech (ZEDIK, Artem), Country of Residence: Czech Republic (ZEDIK, Artem), Nationality: Czech (JURLOV, Sergej), Country of Residence: Czech Republic (JURLOV, Sergej), Nationality: Czech (TSYBOLYUK, Igor), Nationality: Czech (Mr Sergej Jurlov), Country of Residence: Czech Republic (Mr Sergej Jurlov), Nationality: Czech (Mr Artem Zedik), Country of Residence: Czech Republic (Mr Artem Zedik), Nationality: Russian (Mr Sergej Jurlov)",10063965
Optimum Exim Ltd,Cancelled - Small PI,2013-04-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Optimum+Exim+Ltd,OK,OPTIMUM EXIM LTD,,OK,,06556963
Optimus Cards UK Limited,Authorised Electronic Money Institution,2018-11-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Optimus+Cards+UK+Limited,OK,OPTIMUS CARDS UK LIMITED,,Orange,"Country of Residence: Slovenia (MCPARTLIN, Gregory John), Company Ownership: Company Limited By Shares (Governing Law: Companies Act 2006), Country of Residence: Slovenia (Gregory John Mcpartlin)",09044866
Optimus Pay Limited,Small Payment Institution,2018-08-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Optimus+Pay+Limited,OK,OPTIMUS PAY LIMITED,,OK,,07791110
Orbit Remit Limited,Cancelled - Small PI,2012-08-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Orbit+Remit+Limited,OK,ORBIT REMIT LIMITED,,Company Ownership,Company Ownership: Corporate (Governing Law: New Zealand),06731488
Orchid Money Transfer Limited,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Orchid+Money+Transfer+Limited,OK,ORCHID MONEY TRANSFER LIMITED,,OK,,05942312
Orchid Money Transfer Ltd,Cancelled - Small PI,2012-10-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Orchid+Money+Transfer+Ltd,Not exact match,ORCHID MONEY TRANSFER LIMITED,,OK,,05942312
Orient Exchange Company PVT Ltd,Cancelled - Small PI,2018-11-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Orient+Exchange+Company+PVT+Ltd,OK,ORIENT EXCHANGE COMPANY PVT LTD,,OK,,05115210
Orient Money Transfer Limited,Small Payment Institution,2018-09-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Orient+Money+Transfer+Limited,Not exact match,ORIENT MONEY TRANSFER LTD,,OK,,11302148
Oriole Money Transfer Ltd,Cancelled - Small PI,2019-08-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Oriole+Money+Transfer+Ltd,OK,ORIOLE MONEY TRANSFER LTD,,OK,,11580882
Orion Global Limited,Small Payment Institution,2018-08-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Orion+Global+Limited,OK,ORION GLOBAL LIMITED,,OK,,09828409
Orwell Union Ltd,Cancelled - Small PI,2011-10-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Orwell+Union+Ltd,Not exact match,NF MONEY LTD,,Company Ownership,Company Ownership: Limited Company (Governing Law: England & Wales),07071717
Osu Ltd,Cancelled - Authorised PI,2021-07-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Osu+Ltd,OK,OSU LTD,,OK,,15480039
Overseas Exchange Ltd,Cancelled - Small PI,2013-06-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Overseas+Exchange+Ltd,OK,OVERSEAS EXCHANGE LTD,,OK,,07198231
Overseas Express Limited,Cancelled - Small PI,2012-07-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Overseas+Express+Limited,OK,OVERSEAS EXPRESS LIMITED,,OK,,03267384
Overseas Money Transfer Limited,Cancelled - Small PI,2013-08-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Overseas+Money+Transfer+Limited,OK,OVERSEAS MONEY TRANSFER LIMITED,,OK,,07398151
Owenico Finance Ltd,Small Payment Institution,2018-11-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Owenico+Finance+Ltd,Not exact match,OWENICO FINANCE LIMITED,,OK,,05194216
Owl Payments Limited,Authorised Payment Institution,2022-03-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Owl+Payments+Limited,OK,OWL PAYMENTS LIMITED,,Company Ownership,Company Ownership: Private Limited Company (Governing Law: Companies Act 2006),11884803
Oxford Global Markets Ltd,Cancelled - Small PI,2018-10-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Oxford+Global+Markets+Ltd,OK,OXFORD GLOBAL MARKETS LTD,,OK,,11355486
Ozan Limited,Authorised Electronic Money Institution,2018-06-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Ozan+Limited,OK,OZAN LIMITED,,Orange,"Nationality: Bulgarian (DIMITROVA, Iana Vladimirova), Nationality: Cypriot (OZERK, Ozan), Country of Residence: Cyprus (OZERK, Ozan), Company Ownership: Private Limited Liability Company (Governing Law: Companies Act 2006), Company Ownership: Private Limited Liability Company (Governing Law: Companies Act 2006), Nationality: Cypriot (Mr Ozan Ozerk), Country of Residence: Cyprus (Mr Ozan Ozerk)",09561722
P K Enterprises Ltd,Cancelled - Small PI,2014-01-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=P+K+Enterprises+Ltd,OK,P K ENTERPRISES LTD,,OK,,07715288
P2C INTERNATIONAL LTD,Cancelled - Small PI,2018-09-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=P2C+INTERNATIONAL+LTD,OK,P2C INTERNATIONAL LTD,,Company Ownership,Company Ownership: Limited By Share (Governing Law: Companies Law Cap. 22 (Cayman Islands)),10548866
P2C International Ltd,Cancelled - Authorised PI,2024-01-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=P2C+International+Ltd,OK,P2C INTERNATIONAL LTD,,Company Ownership,Company Ownership: Limited By Share (Governing Law: Companies Law Cap. 22 (Cayman Islands)),10548866
PAGONXT PAYMENTS UK LTD.,Authorised Electronic Money Institution,2023-03-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAGONXT+PAYMENTS+UK+LTD.,OK,PAGONXT PAYMENTS UK LTD.,,Company Ownership,Company Ownership: Public Limited Company (Governing Law: Spain),12057109
PAISA EXCHANGE LTD,Small Payment Institution,2021-07-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAISA+EXCHANGE+LTD,OK,PAISA EXCHANGE LTD,,OK,,12487512
PAIWAND MONEY EXCHANGE LIMITED,Small Payment Institution,2018-08-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAIWAND+MONEY+EXCHANGE+LIMITED,OK,PAIWAND MONEY EXCHANGE LIMITED,,OK,,09409179
PAK Exchange Ltd,Cancelled - Small PI,2012-08-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAK+Exchange+Ltd,Not exact match,FIN2GO LTD,,OK,,07483123
PAMIR TRAVEL AND EXCHANGE LTD,Small Payment Institution,2019-02-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAMIR+TRAVEL+AND+EXCHANGE+LTD,OK,PAMIR TRAVEL AND EXCHANGE LTD,,OK,,11565670
PARAM@ UK LTD,Small Electronic Money Institution,2020-12-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PARAM@+UK+LTD,OK,PARAM@ UK LTD,,OK,,11388172
PAX2PAY LTD,Authorised Electronic Money Institution,2022-11-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAX2PAY+LTD,OK,PAX2PAY LTD,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Swedish Companies Act 2005), Company Ownership: Limited (Governing Law: English)",11747127
PAXEPT Payments Ltd,Cancelled - Authorised EMI,,https://find-and-update.company-information.service.gov.uk/search?q=PAXEPT+Payments+Ltd,Not exact match,CONSULT PAYMENTS LTD,,Orange,"Country of Residence: Cyprus (LOIZOS CHRISTOFOROU, Loizou), Country of Residence: Cyprus (Mr Loizos Christoforou Loizou)",11256590
PAYABL. (UK) LIMITED,Authorised Electronic Money Institution,2023-08-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYABL.+(UK)+LIMITED,OK,PAYABL. (UK) LIMITED,,Orange,"Nationality: Lithuanian (BURACIENE, Ugne), Country of Residence: Cyprus (BURACIENE, Ugne), Company Ownership: Limited Company (Governing Law: Cyprus)",13639825
PAYALLY LIMITED,Authorised Electronic Money Institution,2021-12-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYALLY+LIMITED,OK,PAYALLY LIMITED,,Red,"Nationality: Lithuanian (ANDZEJEVSKI, Rafal, Mr.), Nationality: Lithuanian (APOCKINAS, Dmitrijus, Mr.), Nationality: Russian (IVANCHENKO, Maxim, Mr.), Country of Residence: Russia (IVANCHENKO, Maxim, Mr.), Company Ownership: Private Limited Liability Company (Governing Law: Commercial Code Estonia Act 1995), Company Ownership: Private Limited Liability Company (Governing Law: Commercial Code Estonia Act 1995), Nationality: Lithuanian (Mr. Dmitrijus Apockinas)",10600055
PAYHAWK FINANCIAL SERVICES LIMITED,Authorised Electronic Money Institution,2024-01-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYHAWK+FINANCIAL+SERVICES+LIMITED,OK,PAYHAWK FINANCIAL SERVICES LIMITED,,Orange,"Nationality: Bulgarian (BORISOV, Hristo), Country of Residence: Bulgaria (BORISOV, Hristo), Nationality: Bulgarian (DZHENGOZOV, Konstantin Lyubomirov), Country of Residence: Bulgaria (DZHENGOZOV, Konstantin Lyubomirov), Nationality: Bulgarian (KARADZHOV, Boyko Ventsislavov), Country of Residence: Bulgaria (KARADZHOV, Boyko Ventsislavov), Company Ownership: Private Limited Company (Governing Law: United Kingdom (England And Wales))",14060082
PAYIN WITH LTD,Cancelled - Small PI,2024-05-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYIN+WITH+LTD,OK,PAYIN WITH LTD,,Orange,"Nationality: Bulgarian (NASIBOV, Orkhan)",08598264
PAYMENT CARD SOLUTIONS (UK) LIMITED,Authorised Electronic Money Institution,2020-08-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYMENT+CARD+SOLUTIONS+(UK)+LIMITED,OK,PAYMENT CARD SOLUTIONS (UK) LIMITED,,Company Ownership,Company Ownership: Limited Comapny (Governing Law: Companies Act),05941947
PAYMENTSMB LIMITED,Small Payment Institution,2020-02-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYMENTSMB+LIMITED,OK,PAYMENTSMB LIMITED,,Orange,"Nationality: Polish (WHITE, Malgorzata Anna), Company Ownership: 21/08/2015 (Governing Law: CANADIAN), Company Ownership: LTD (Governing Law: BARBADIAN), Company Ownership: Limited Company (Governing Law: Companies Act Of Barabdos Cap. 306), Company Ownership: Corporation (Governing Law: Canada Business Corporations Act (Cbca))",09830043
PAYMIT LIMITED,Small Payment Institution,2021-09-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYMIT+LIMITED,OK,PAYMIT LIMITED,,OK,,13118309
PAYMOB TECHNOLOGY LIMITED,Small Payment Institution,2020-03-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYMOB+TECHNOLOGY+LIMITED,Not exact match,PAYMOB TECHNOLOGY LTD,,Orange,"Nationality: Turkmen (GURBANOV, Grigoriy), Country of Residence: Turkmenistan (GURBANOV, Grigoriy), Nationality: Turkmen (Grigoriy Gurbanov), Country of Residence: Turkmenistan (Grigoriy Gurbanov)",11965837
PAYREMIT LTD,Small Payment Institution,2019-01-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYREMIT+LTD,OK,PAYREMIT LTD,,OK,,11645116
PAYRON LIMITED,Authorised Electronic Money Institution,2021-06-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYRON+LIMITED,OK,PAYRON LIMITED,,Orange,"Nationality: Latvian (RAUBISKE, Regina), Nationality: Latvian (ZAKREVSKIS, Dmitrijs), Nationality: Uzbek (Mr Ulugbek Abduganiev), Country of Residence: Uzbekistan (Mr Ulugbek Abduganiev)",12566417
PAYSTRAX LTD,Authorised Payment Institution,2023-05-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYSTRAX+LTD,OK,PAYSTRAX LTD,,Orange,"Country of Residence: Lithuania (GUNNARSSON, Gunnar Mar, Mr.), Country of Residence: Lithuania (KOLBEINSSON, Johannes Ingi), Country of Residence: Lithuania (Mr Johannes Ingi Kolbeinsson), Country of Residence: Lithuania (Mr. Gunnar Mar Gunnarsson)",11875619
PAYWISER LIMITED,Authorised Electronic Money Institution,2020-06-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYWISER+LIMITED,OK,PAYWISER LIMITED,,OK,,10677553
PAYZEN LIMITED,Authorised Payment Institution,2020-01-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PAYZEN+LIMITED,OK,PAYZEN LIMITED,,OK,,08583711
PBL Exchange (UK) Limited,Cancelled - Small PI,2015-11-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PBL+Exchange+(UK)+Limited,OK,PBL EXCHANGE (UK) LIMITED,,Company Ownership,Company Ownership: Private Company Limited By Shares (Governing Law: Companies Act 1994),07081093
PDQFX Limited,Cancelled - Authorised PI,2018-06-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PDQFX+Limited,OK,PDQFX LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'else', 'german', 'french'] (Denis LUNN)",04949646
PEARON BLU EXPRESS LIMITED,Small Payment Institution,2019-07-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PEARON+BLU+EXPRESS+LIMITED,OK,PEARON BLU EXPRESS LIMITED,,OK,,11006734
"PECUNIA CARDS EDE, S.L.U.",Cancelled - Small EMI,,"https://find-and-update.company-information.service.gov.uk/search?q=PECUNIA+CARDS+EDE,+S.L.U.",Not exact match,PECUNIA ENTERPRISES LIMITED,,OK,,OE012158
PENNY LANE APP LIMITED,Cancelled - RAISP,2020-09-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PENNY+LANE+APP+LIMITED,OK,PENNY LANE APP LIMITED,,OK,,11997179
PERFECT DATA SOLUTIONS LIMITED,Registered Account Information Service Provider,2018-08-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PERFECT+DATA+SOLUTIONS+LIMITED,OK,PERFECT DATA SOLUTIONS LIMITED,,OK,,07407815
PERSICI FINANCIAL SERVICES LIMITED,Small Payment Institution,2018-11-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PERSICI+FINANCIAL+SERVICES+LIMITED,OK,PERSICI FINANCIAL SERVICES LIMITED,,OK,,10805038
PETI SOLUTIONS LTD,Small Payment Institution,2021-04-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PETI+SOLUTIONS+LTD,OK,PETI SOLUTIONS LTD,,OK,,12657968
PEX Trading (FX) LLP,Cancelled - Small PI,2012-05-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PEX+Trading+(FX)+LLP,OK,PEX TRADING (FX) LLP,,Predicted Nationality,"Predicted nationality: ['british', 'else', 'russian'] (PEX LIMITED)",OC331655
PG-Sterling UK Ltd,Small Payment Institution,2019-07-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PG-Sterling+UK+Ltd,Not exact match,PG-STERLING UK LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Liberian Association Law 1976),11676794
PGS World Limited,Cancelled - Small PI,2011-02-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PGS+World+Limited,OK,PGS WORLD LIMITED,,OK,,07069632
PHOENIX PAYMENT LTD,Small Payment Institution,2019-04-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PHOENIX+PAYMENT+LTD,OK,PHOENIX PAYMENT LTD,,OK,,11712879
PHOTON DANCE FINTECH UK LIMITED,Authorised Payment Institution,2018-08-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PHOTON+DANCE+FINTECH+UK+LIMITED,OK,PHOTON DANCE FINTECH UK LIMITED,,OK,,09833045
PICKUK Ltd,Cancelled - Small PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PICKUK+Ltd,OK,PICKUK LTD,,OK,,07854412
PINNACLEPAY GROUP LIMITED,Authorised Payment Institution,2020-07-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PINNACLEPAY+GROUP+LIMITED,OK,PINNACLEPAY GROUP LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Companies House Act 2006),11899874
PIXXLES LTD,Authorised Electronic Money Institution,2021-06-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PIXXLES+LTD,OK,PIXXLES LTD,,OK,,11604773
